TYPE,PRICE,BEDROOMS,BATHROOMS,SQFT,LATITUDE,LONGITUDE,ZIPCODE,BOROUGH,SUBLOCALITY,PROPERTY_TYPE,PROPERTY_TYPE_GROUP
co-op,990000,1,1.0,850,40.7615992,-73.9757944,10019,manhattan,midtown west,building,residential
townhouse,2545000,6,2.0,3277,40.6065609,-73.906028,11234,brooklyn,mill basin,building,residential
multi-family home,999888,3,4.0,2016,40.6351047,-74.0818972,10301,staten island,richmond county,building,residential
co-op,395000,3,1.0,2184,40.7772322,-73.9435595,10128,manhattan,upper east side,building,residential
house,999000,4,1.0,2184,40.6830674,-73.8945769,11207,brooklyn,kings county,building,residential
co-op,599000,3,1.0,868,40.7844489,-73.9807532,10024,manhattan,upper west side,building,residential
co-op,239000,2,1.0,950,40.5871568,-73.9709274,11223,brooklyn,gravesend,building,residential
townhouse,5000000,3,2.0,2569,40.720727,-73.9928511,10002,manhattan,new york county,building,residential
pending,1099000,3,2.0,1472,40.6193503,-74.0388023,11209,brooklyn,fort hamilton,building,residential
house,999900,8,3.0,2184,40.8523239,-73.900732,10457,bronx,bronx county,building,residential
co-op,759000,2,2.0,2184,40.8890444,-73.9137075,10463,bronx,riverdale,building,residential
pending,799000,2,2.0,850,40.6864817,-73.9334333,11221,brooklyn,kings county,building,residential
multi-family home,928500,5,4.0,2184,40.7933742,-73.8458392,11356,queens,queens county,building,residential
house,6995000,9,6.0,9550,40.7189961,-73.9854648,10002,manhattan,new york county,building,residential
contingent,1150000,2,1.0,1100,40.6944364,-73.9986563,11201,brooklyn,brooklyn,building,residential
co-op,349000,2,1.0,900,40.5781785,-73.9733314,11224,brooklyn,brighton beach,building,residential
multi-family home,1400000,6,2.3738608579684373,2184,40.7788549,-73.8246986,11357,queens,queens county,building,residential
townhouse,6495000,6,6.0,5232,40.7863645,-73.9735331,10024,manhattan,new york county,building,residential
multi-family home,1800000,11,6.0,5000,40.7422281,-73.8832744,11373,queens,elmhurst,building,residential
co-op,599000,3,1.0,2184,40.7494678,-73.9717468,10017,manhattan,murray hill,amenity,other
contingent,898888,3,3.0,2080,40.5550173,-74.163012,10308,staten island,richmond county,building,residential
multi-family home,829000,9,3.0,2276,40.8325102,-73.8947147,10459,bronx,bronx county,building,residential
co-op,185000,3,1.0,400,40.722253,-73.855654,11375,queens,queens,building,residential
condo,568000,1,1.0,2184,40.7241743,-73.8448471,11375,brooklyn,forest hills,building,residential
condo,950000,1,1.0,2184,40.7727634,-73.9809139,10023,manhattan,manhattan,building,residential
multi-family home,1069000,6,5.0,2184,40.6755971,-73.7952881,11436,queens,queens county,building,residential
house,599999,3,2.0,2184,40.6494096,-73.9332856,11203,brooklyn,kings county,building,residential
condo,575000,1,1.0,1073,40.8387144,-73.9369924,10032,manhattan,washington heights,building,residential
co-op,350000,2,1.0,850,40.8485417,-73.930871,10033,manhattan,washington heights,building,residential
condo,695000,3,2.0,704,40.6829851,-73.9656007,11238,brooklyn,brooklyn,building,residential
house,875000,4,2.0,1600,40.6440698,-73.9539046,11226,brooklyn,flatbush,building,residential
pending,119000,3,1.0,2184,40.7306154,-73.8731934,11373,queens,elmhurst,building,residential
co-op,195000,3,1.0,2184,40.754307,-73.8769604,11372,queens,jackson heights,amenity,other
townhouse,699000,4,2.0,2184,40.6450331,-73.9279337,11203,brooklyn,kings county,building,residential
house,699999,3,2.0,2184,40.8070672,-73.8579727,10473,bronx,bronx county,building,residential
multi-family home,915000,6,5.0,3096,40.8471618,-73.8650964,10462,bronx,bronx county,building,residential
co-op,535000,2,1.0,1000,40.7616957,-73.9304941,11106,queens,queens,building,residential
co-op,429000,1,1.0,575,40.692675,-73.96429,11205,brooklyn,clinton hill,building,residential
house,2195000,3,4.0,2184,40.6679746,-73.9903952,11215,brooklyn,kings county,building,residential
multi-family home,1690000,7,7.0,4600,40.74073,-73.852058,11368,queens,corona,building,residential
multi-family home,1699999,4,3.0,2160,40.6116673,-74.0113637,11228,brooklyn,kings county,building,residential
co-op,235000,1,1.0,800,40.595967,-73.9504018,11229,brooklyn,sheepshead bay,building,residential
condo,899000,2,1.0,1010,40.6756382,-73.9555242,11216,brooklyn,brooklyn,building,residential
multi-family home,1350000,6,2.0,2184,40.6702558,-73.9375206,11213,brooklyn,kings county,building,residential
house,735000,3,2.0,1600,40.6334425,-73.9402186,11210,brooklyn,kings county,building,residential
house,1499000,3,2.0,2100,40.6063993,-73.9485994,11229,brooklyn,sheepshead bay,building,residential
multi-family home,899999,5,3.0,1440,40.7604667,-73.8755356,11369,queens,jackson heights,building,residential
house,629900,3,2.0,1332,40.5939996,-74.1910619,10314,staten island,richmond county,building,residential
co-op,280000,1,1.0,650,40.616988,-73.986133,11204,brooklyn,bensonhurst,building,residential
townhouse,1999000,5,2.3738608579684373,3100,40.6816466,-73.9105641,11233,brooklyn,kings county,building,residential
condo,1075000,3,4.0,2740,40.8125317,-73.8239933,10465,bronx,the bronx,building,residential
co-op,875000,2,2.0,1275,40.6206952,-74.0402708,11209,brooklyn,fort hamilton,building,residential
condo,598000,1,1.0,663,40.7533111,-73.8312005,11355,queens,flushing,building,residential
house,2999000,4,2.0,1732,40.6212043,-73.9908884,11204,brooklyn,borough park,building,residential
co-op,600000,3,1.0,2184,40.7430502,-73.9967075,10011,manhattan,chelsea,building,residential
co-op,355000,1,1.0,2184,40.7336463,-73.8618276,11374,queens,queens,building,residential
townhouse,889000,2,1.0,1056,40.7351177,-73.8536109,11375,queens,queens county,building,residential
multi-family home,650000,3,3.0,2184,40.7051893,-73.7542415,11412,queens,queens county,building,residential
pending,970000,3,2.0,2184,40.764944,-73.738236,11362,queens,queens county,building,residential
co-op,515000,2,2.0,1200,40.5866451,-73.949452,11235,brooklyn,sheepshead bay,building,residential
house,1600000,4,4.0,3150,40.5365056,-74.1988326,10312,staten island,richmond county,building,residential
multi-family home,1900000,6,4.0,2000,40.6371891,-74.0089766,11220,brooklyn,sunset park,building,residential
multi-family home,1795000,5,3.0,1800,40.6691888,-73.9919673,11215,brooklyn,kings county,building,residential
co-op,549000,3,1.0,2184,40.7310966,-73.9926682,10003,manhattan,greenwich village,building,residential
multi-family home,980000,11,3.0,3210,40.844215,-73.8799388,10460,bronx,bronx county,building,residential
multi-family home,1400000,5,4.0,2250,40.5486237,-74.1868168,10312,staten island,richmond county,building,residential
land,750000,3,2.3738608579684373,2184,40.5069018,-74.2247039,10309,staten island,richmond county,building,residential
condo,349000,3,1.0,2184,40.7436341,-73.916415,11104,queens,queens,building,residential
pending,1649000,7,2.0,3162,40.6398568,-74.0109732,11220,brooklyn,sunset park,building,residential
multi-family home,1750000,7,3.0,4065,40.7721299,-73.8960008,11105,queens,astoria,building,residential
house,868000,3,2.0,2184,40.7303886,-73.8912581,11378,queens,elmhurst,building,residential
co-op,355000,2,1.0,1000,40.5782062,-73.973315,11224,brooklyn,brighton beach,building,residential
house,6700000,3,2.3738608579684373,2184,40.626225,-74.0745645,10304,staten island,richmond county,building,residential
co-op,268800,1,1.0,725,40.6086157,-73.9765291,11204,brooklyn,midwood,building,residential
co-op,2800000,2,2.0,2184,40.7820603,-73.9562107,10128,manhattan,upper east side,building,residential
multi-family home,1208000,11,6.0,5160,40.787452,-73.8521292,11356,queens,queens county,building,residential
house,749000,5,4.0,2184,40.6785851,-73.8497745,11417,queens,queens county,building,residential
multi-family home,1800000,5,2.0,2184,40.6958927,-73.9084857,11237,brooklyn,bushwick,building,residential
house,659000,3,2.0,1460,40.6114323,-74.0667876,10305,staten island,richmond county,building,residential
multi-family home,1499000,7,4.0,3570,40.7221698,-73.9011088,11378,queens,queens county,building,residential
condo,456000,1,1.0,2184,40.7442352,-73.8797855,11373,queens,elmhurst,building,residential
condo,628000,3,2.0,1097,40.6449894,-74.0196153,11220,brooklyn,sunset park,building,residential
house,710000,2,2.0,2250,40.8926424,-73.8409541,10466,bronx,bronx county,building,residential
house,790000,4,2.0,1744,40.631398,-73.9361773,11210,brooklyn,flatlands,building,residential
house,1300000,3,2.0,2184,40.6074439,-73.9477154,11229,brooklyn,sheepshead bay,building,residential
house,699000,3,2.0,522,40.6200647,-73.9203764,11234,brooklyn,flatlands,building,residential
co-op,416000,3,1.0,950,40.763716,-73.816271,11354,queens,flushing,building,residential
co-op,499000,1,1.0,800,40.6573594,-73.9554071,11225,brooklyn,flatbush,building,residential
co-op,220000,1,1.0,2184,40.7257927,-73.8727767,11379,queens,queens county,building,residential
multi-family home,988888,5,3.0,2184,40.6748665,-73.908063,11233,brooklyn,kings county,building,residential
co-op,369000,3,1.0,2184,40.7935524,-73.9687728,10025,manhattan,upper west side,building,residential
multi-family home,2850000,15,7.0,6000,40.5977433,-73.9578638,11229,brooklyn,midwood,building,residential
co-op,229000,3,1.0,500,40.5822648,-73.9666622,11235,brooklyn,brooklyn,building,residential
house,1288000,3,2.0,1538,40.6013215,-73.986412,11214,brooklyn,gravesend,building,residential
pending,1795000,2,2.0,2184,40.6646996,-73.9831407,11215,brooklyn,brooklyn,amenity,other
townhouse,579000,3,2.0,2184,40.6863457,-73.8292298,11419,queens,queens county,building,residential
house,868000,3,2.0,1690,40.7187347,-73.875063,11379,queens,queens county,building,residential
house,699900,5,1.0,1827,40.6917678,-73.8540537,11421,queens,queens county,building,residential
house,559900,3,2.0,2184,40.6957516,-73.7490297,11412,queens,queens county,building,residential
condo,209000,1,1.0,2184,40.836532,-73.859174,10462,bronx,the bronx,building,residential
co-op,1695000,3,2.0,2184,40.7731502,-73.9462859,10028,manhattan,manhattan,building,residential
house,570000,3,2.0,1728,40.869166,-73.8520258,10469,bronx,bronx county,building,residential
contingent,1875000,3,2.0,2184,40.7760492,-73.9577296,10028,manhattan,upper east side,building,residential
multi-family home,975000,7,4.0,1920,40.8345273,-73.8686683,10472,bronx,bronx county,building,residential
co-op,310000,1,1.0,2184,40.9069228,-73.9062512,10471,bronx,the bronx,building,residential
townhouse,8575000,6,6.0,5500,40.7645068,-73.9653462,10065,manhattan,new york county,building,residential
multi-family home,1895000,5,4.0,2184,40.6925254,-73.9260278,11221,brooklyn,bedford-stuyvesant,building,residential
co-op,440000,2,1.0,2184,40.6733835,-73.9300041,11213,brooklyn,brooklyn,building,residential
land,650000,3,2.3738608579684373,2184,40.7175476,-73.7702388,11423,queens,queens county,amenity,other
house,600000,2,2.0,2184,40.6585229,-73.9047396,11212,brooklyn,brooklyn,building,residential
co-op,160000,3,1.0,2184,40.7376451,-73.8581248,11368,queens,corona,amenity,other
house,599900,3,2.0,1534,40.8697604,-73.8408611,10469,bronx,bronx county,building,residential
multi-family home,2499000,7,4.0,2184,40.6352404,-73.9966562,11219,brooklyn,sunset park,building,residential
multi-family home,1850000,7,3.0,2240,40.6225358,-73.9970748,11219,brooklyn,borough park,building,residential
multi-family home,500000,3,2.3738608579684373,2184,40.810301,-73.9202983,10454,bronx,bronx county,building,residential
contingent,495000,2,3.0,1200,40.5240094,-74.2133774,10309,staten island,richmond county,building,residential
house,599000,3,2.0,1690,40.88047,-73.8503054,10469,bronx,bronx county,building,residential
house,9000000,3,2.3738608579684373,2184,40.6207751,-74.0273954,11209,brooklyn,fort hamilton,building,residential
co-op,935000,2,2.0,1150,40.7856236,-73.9507052,10128,manhattan,upper east side,amenity,other
pending,750000,3,2.0,1260,40.8040569,-73.951435,10026,manhattan,harlem,building,residential
house,3399000,7,2.3738608579684373,3446,40.7082867,-73.8335669,11415,queens,queens county,building,residential
townhouse,528000,2,2.0,2184,40.6850187,-73.7977904,11436,queens,queens county,building,residential
townhouse,7800000,7,8.0,7200,40.7636541,-73.9681695,10065,manhattan,new york county,building,residential
co-op,199888,1,1.0,2184,40.6661012,-73.8471882,11414,queens,queens,building,residential
multi-family home,5950000,6,5.0,2184,40.7534926,-73.9655356,10022,manhattan,new york county,building,residential
co-op,315000,2,1.0,1000,40.890384,-73.9117878,10471,bronx,the bronx,building,residential
co-op,899000,1,1.0,2184,40.7570928,-73.9663495,10022,manhattan,midtown east,building,residential
multi-family home,2050000,4,2.0,1760,40.735132,-73.9536334,11222,brooklyn,kings county,building,residential
co-op,259000,3,1.0,590,40.7510999,-73.89118,11372,queens,jackson heights,amenity,other
multi-family home,1980000,3,3.0,3536,40.5875466,-73.9501033,11235,brooklyn,sheepshead bay,building,residential
pending,1595000,4,2.0,2627,40.8872408,-73.9082189,10463,bronx,riverdale,building,residential
multi-family home,919000,6,3.0,1760,40.8529073,-73.830339,10461,bronx,bronx county,building,residential
house,285000,3,2.3738608579684373,2184,40.6695084,-73.8779921,11208,brooklyn,east new york,building,residential
condo,771770,2,2.0,710,40.7639577,-73.8325965,11354,queens,flushing,building,residential
townhouse,9750000,8,7.0,7228,40.7664631,-73.9679613,10065,manhattan,new york county,building,residential
co-op,4395000,6,4.0,2700,40.7822272,-73.9575194,10128,manhattan,upper east side,building,residential
multi-family home,1398000,4,2.0,2184,40.7283735,-73.7970194,11366,queens,queens county,building,residential
condo,645000,3,1.0,419,40.7424515,-73.996531,10011,manhattan,chelsea,building,residential
multi-family home,859000,6,3.0,2184,40.8340749,-73.9113421,10456,bronx,bronx county,building,residential
co-op,449000,2,1.0,2184,40.7493102,-73.7118303,11004,queens,queens,building,residential
multi-family home,1399000,4,4.0,2049,40.6890219,-73.9244415,11221,brooklyn,bedford-stuyvesant,building,residential
condo,7750000,3,3.0,2184,40.7366739,-73.9966616,10011,manhattan,manhattan,building,residential
co-op,1049000,4,3.0,2400,40.881939,-73.9204858,10463,bronx,the bronx,building,residential
house,995000,4,3.0,2000,40.8580267,-73.837909,10469,bronx,bronx county,building,residential
co-op,3195000,3,3.0,2184,40.7701916,-73.9682413,10065,manhattan,upper east side,building,residential
co-op,360000,2,2.0,2184,40.7806336,-73.7800528,11360,queens,queens,building,residential
co-op,750000,3,2.0,1600,40.7813792,-73.9554399,10128,manhattan,new york county,building,residential
co-op,300000,1,1.0,800,40.5774084,-73.9732594,11224,brooklyn,brooklyn,building,residential
house,675888,3,1.0,1662,40.5517925,-74.1441587,10308,staten island,richmond county,building,residential
townhouse,4400000,3,2.3738608579684373,2400,40.6819385,-73.9985074,11231,brooklyn,kings county,building,residential
co-op,215000,1,1.0,2184,40.7062291,-73.8326755,11415,queens,queens,building,residential
condo,250000,3,1.0,2184,40.6576494,-73.8782466,11207,brooklyn,east new york,building,residential
multi-family home,2749000,3,6.0,4480,40.5974982,-73.9539607,11229,brooklyn,sheepshead bay,building,residential
townhouse,860000,3,2.0,2000,40.6315943,-73.9376928,11210,brooklyn,flatlands,building,residential
house,825000,3,2.0,1400,40.7537084,-73.8542469,11368,queens,corona,building,residential
multi-family home,1169900,6,4.0,2310,40.7462943,-73.8609962,11368,queens,corona,building,residential
house,2795000,6,6.0,3600,40.6824096,-73.9820791,11217,brooklyn,kings county,building,residential
house,6250000,4,2.0,4500,40.739891,-73.9882646,10010,manhattan,new york county,building,residential
multi-family home,2099000,3,6.0,3520,40.6190481,-73.9912327,11204,brooklyn,borough park,building,residential
co-op,339000,1,1.0,2184,40.7162869,-73.8314446,11375,queens,queens,amenity,other
co-op,140000,3,1.0,2184,40.7101573,-73.7988498,11432,queens,queens,building,residential
co-op,240000,3,1.0,500,40.7223221,-73.8493655,11375,queens,queens,amenity,other
house,699000,3,2.0,2040,40.8247339,-73.8794549,10472,bronx,bronx county,building,residential
multi-family home,1398000,9,6.0,4440,40.6376945,-74.0263049,11220,brooklyn,bay ridge,building,residential
co-op,299000,3,1.0,650,40.7533589,-73.8250479,11355,queens,queens,building,residential
condo,450888,1,1.0,2184,40.7319691,-73.8541569,11374,queens,queens,building,residential
co-op,230000,1,1.0,2184,40.6291705,-73.9575654,11230,brooklyn,midwood,building,residential
townhouse,6850000,4,4.0,2184,40.7688879,-73.962056,10021,manhattan,new york county,building,residential
house,735000,3,2.0,2350,40.8170494,-73.802331,10465,bronx,bronx county,building,residential
co-op,229999,1,1.0,2184,40.7670999,-73.7274399,11362,queens,queens,building,residential
pending,100000,3,1.0,445,40.711337,-73.789277,11432,queens,queens,building,residential
co-op,385000,1,1.0,2184,40.8512338,-73.9412096,10033,manhattan,washington heights,building,residential
co-op,458000,2,1.0,2184,40.750966,-73.885177,11372,queens,jackson heights,building,residential
co-op,595000,3,1.0,2184,40.7728688,-73.9653065,10021,manhattan,new york county,building,residential
co-op,470000,2,1.0,2184,40.7633448,-73.9346195,11106,queens,queens,building,residential
house,399999,2,1.0,1056,40.6309242,-74.1212547,10310,staten island,richmond county,building,residential
house,599000,4,2.0,1665,40.9052119,-73.8481704,10470,bronx,bronx county,building,residential
multi-family home,1459000,5,4.0,3500,40.521212,-74.230732,10309,staten island,richmond county,building,residential
pending,299000,2,1.0,2184,40.6642386,-73.8477653,11414,queens,queens,building,residential
house,1150000,3,2.0,1352,40.871637,-73.8984353,10468,bronx,bronx county,building,residential
co-op,165000,1,1.0,750,40.9047804,-73.9057444,10471,bronx,riverdale,building,residential
multi-family home,1499999,8,6.0,2184,40.7028149,-73.9165356,11237,brooklyn,bushwick,building,residential
pending,495000,2,2.0,1100,40.6123382,-74.0356075,11209,brooklyn,fort hamilton,building,residential
condo,565000,1,1.0,804,40.6053887,-73.9787595,11223,brooklyn,bensonhurst,building,residential
multi-family home,699000,2,3.0,2184,40.6769065,-73.9327329,11213,brooklyn,kings county,building,residential
house,1425000,5,4.0,2184,40.7399679,-73.826261,11367,queens,queens county,building,residential
multi-family home,1595000,9,6.0,4420,40.6777679,-73.9189779,11233,brooklyn,bedford-stuyvesant,building,residential
multi-family home,1495000,3,6.0,5148,40.6137576,-73.9878002,11204,brooklyn,bensonhurst,building,residential
multi-family home,2375000,4,4.0,2184,40.6537775,-73.9770686,11218,brooklyn,kings county,building,residential
house,1248000,4,2.0,2450,40.6056129,-73.9396751,11229,brooklyn,gerritsen beach,building,residential
co-op,399000,1,1.0,675,40.8581217,-73.9322431,10040,manhattan,washington heights,building,residential
multi-family home,1849000,6,3.0,3001,40.6648195,-73.9891783,11215,brooklyn,kings county,building,residential
condo,320000,2,1.0,802,40.840912,-73.8545918,10462,bronx,the bronx,building,residential
co-op,525000,1,1.0,2184,40.7670221,-73.9628426,10065,manhattan,upper east side,amenity,other
land,1100000,3,2.3738608579684373,2184,40.7526719,-73.854675,11368,queens,corona,building,residential
condo,418000,1,1.0,684,40.7946644,-73.8473931,11356,queens,queens,building,residential
multi-family home,1399000,8,6.0,3448,40.6255774,-73.913355,11234,brooklyn,kings county,building,residential
house,339000,2,1.0,700,40.5633004,-74.1004012,10306,staten island,richmond county,building,residential
co-op,400000,1,1.0,2184,40.762146,-73.9318948,11106,queens,queens,building,residential
house,699000,3,1.0,4000,40.6969277,-73.7655056,11412,queens,queens county,building,residential
condo,1750000,6,3.0,3364,40.6585715,-73.9507462,11225,brooklyn,flatbush,building,residential
multi-family home,2100000,3,3.0,2000,40.6756187,-74.0002793,11231,brooklyn,kings county,building,residential
house,775000,3,1.0,1696,40.8377397,-73.8241472,10465,bronx,bronx county,building,residential
house,685000,4,2.0,2269,40.5849183,-74.1599388,10314,staten island,richmond county,building,residential
multi-family home,1245000,7,6.0,2184,40.7591289,-73.8579008,11369,queens,queens county,building,residential
co-op,795000,1,1.0,2184,40.7707242,-73.9542132,10021,manhattan,upper east side,amenity,other
condo,445000,3,1.0,402,40.7680157,-73.9174508,11103,queens,astoria,building,residential
multi-family home,1990000,6,5.0,2150,40.7557556,-73.7774071,11361,queens,bayside,building,residential
co-op,7500000,6,6.0,4200,40.7802712,-73.9567847,10028,manhattan,upper east side,building,residential
co-op,479000,2,1.0,1100,40.5778092,-73.9728288,11224,brooklyn,brooklyn,building,residential
co-op,4995000,4,4.0,5500,40.7622996,-73.9698344,10022,manhattan,midtown east,building,residential
house,1200000,4,2.0,2184,40.75515,-73.7757869,11361,queens,bayside,building,residential
condo,420000,1,1.0,668,40.5783101,-73.9670934,11235,brooklyn,brooklyn,building,residential
contingent,2400000,3,2.3738608579684373,3248,40.6647715,-73.9353047,11213,brooklyn,kings county,building,residential
co-op,2199000,2,2.0,1770,40.7899034,-73.9774703,10024,manhattan,upper west side,building,residential
co-op,249000,2,1.0,1000,40.5926635,-73.9388739,11235,brooklyn,sheepshead bay,building,residential
multi-family home,1180000,8,4.0,3321,40.8307543,-73.8757325,10472,bronx,bronx county,building,residential
multi-family home,1850000,12,7.0,4719,40.6395826,-74.0081915,11220,brooklyn,sunset park,building,residential
condo,9975000,3,3.0,2241,40.7697189,-73.9810746,10023,manhattan,manhattan,amenity,other
townhouse,925000,3,2.0,1875,40.7318932,-73.8001903,11365,queens,queens county,building,residential
townhouse,3400000,5,4.0,4852,40.8180997,-73.9429051,10030,manhattan,new york county,building,residential
house,699000,3,2.0,1008,40.6306551,-74.1655807,10303,staten island,richmond county,building,residential
multi-family home,1075000,7,3.0,2184,40.6888948,-73.9059091,11207,brooklyn,bushwick,building,residential
multi-family home,790000,4,3.0,1784,40.8510197,-73.8533944,10461,bronx,bronx county,building,residential
house,1175000,3,2.3738608579684373,2184,40.5790606,-73.9612505,11235,brooklyn,kings county,building,residential
co-op,3150000,4,3.0,2184,40.7835147,-73.9748183,10024,manhattan,upper west side,building,residential
co-op,3150000,4,4.0,2184,40.7699404,-73.9686033,10065,manhattan,upper east side,building,residential
pending,825000,2,1.0,2184,40.7542784,-73.8933876,11372,queens,jackson heights,building,residential
house,899000,2,2.0,1056,40.603279,-74.014377,11228,brooklyn,kings county,building,residential
multi-family home,775000,6,2.0,2910,40.8501271,-73.8669885,10462,bronx,bronx county,building,residential
house,699000,5,4.0,1838,40.8677282,-73.8849595,10458,bronx,bronx county,building,residential
multi-family home,904000,4,3.0,2184,40.7236308,-73.8094885,11366,queens,queens county,building,residential
house,669000,3,1.0,2184,40.6899622,-73.8484421,11421,queens,queens county,building,residential
co-op,279000,1,1.0,2184,40.7312899,-73.85773,11374,queens,queens,building,residential
house,590000,5,3.0,1152,40.6019328,-73.7587155,11691,queens,queens county,building,residential
house,1250000,3,2.0,2049,40.6520971,-73.9451094,11203,brooklyn,kings county,building,residential
co-op,975000,2,2.0,1270,40.8370331,-73.9477948,10032,manhattan,washington heights,building,residential
house,1699000,3,2.0,2200,40.6870728,-73.9584649,11238,brooklyn,clinton hill,building,residential
co-op,405000,3,1.0,550,40.7740666,-73.9522989,10028,manhattan,upper east side,building,residential
house,738280,3,2.3738608579684373,1302,40.6619508,-73.7548417,11413,queens,queens county,building,residential
multi-family home,950000,5,2.0,1660,40.5792869,-73.9603435,11235,brooklyn,kings county,building,residential
condo,800000,3,1.0,916,40.7067114,-74.010457,10005,manhattan,new york county,building,residential
condo,359000,2,1.0,920,40.654871,-73.8847697,11207,brooklyn,brooklyn,building,residential
co-op,1950000,2,3.0,2184,40.7695956,-73.9688773,10065,manhattan,upper east side,building,residential
townhouse,999000,7,4.0,2184,40.6656785,-73.8916486,11207,brooklyn,kings county,building,residential
house,799000,4,2.0,2184,40.6757849,-73.8361627,11417,queens,queens county,building,residential
multi-family home,675999,3,2.0,2070,40.8974036,-73.8427908,10466,bronx,bronx county,building,residential
condo,380000,3,1.0,393,40.6184843,-74.0001507,11228,brooklyn,brooklyn,building,residential
condo,649000,3,2.0,1150,40.6280068,-73.9155812,11234,brooklyn,brooklyn,building,residential
condo,475000,1,1.0,739,40.5789422,-73.9632143,11235,brooklyn,brooklyn,building,residential
pending,450000,2,1.0,2184,40.749416,-73.8796895,11372,queens,jackson heights,building,residential
townhouse,7250000,1,2.3738608579684373,4930,40.7168184,-74.0085588,10013,manhattan,new york county,building,residential
multi-family home,1799000,11,6.0,5031,40.608348,-73.9903259,11214,brooklyn,bensonhurst,building,residential
condo,3995000,3,4.0,2456,40.7781672,-73.9489094,10128,manhattan,manhattan,building,residential
townhouse,2299000,7,6.0,2184,40.8066101,-73.9390361,10035,manhattan,new york county,building,residential
pending,210000,1,1.0,850,40.6466766,-73.9740956,11218,brooklyn,brooklyn,amenity,other
co-op,579000,3,2.0,1200,40.7346339,-73.8602384,11374,queens,queens,building,residential
house,1175000,3,2.3738608579684373,2184,40.577735,-73.9632478,11235,brooklyn,kings county,building,residential
condo,648888,2,2.0,950,40.7188694,-73.8111217,11432,queens,queens,amenity,other
multi-family home,989000,7,5.0,3978,40.6659011,-73.854748,11414,queens,queens county,building,residential
condo,399000,1,1.0,577,40.6373585,-74.0272224,11220,brooklyn,bay ridge,building,residential
pending,565000,2,2.0,1238,40.5493207,-74.1744217,10312,staten island,richmond county,building,residential
townhouse,760000,2,2.3738608579684373,2337,40.5148559,-74.2032529,10309,staten island,richmond county,building,residential
condo,3795000,3,3.0,2250,40.7747519,-73.9561067,10075,manhattan,upper east side,building,residential
house,749999,3,2.0,2184,40.6485435,-73.9292272,11203,brooklyn,kings county,building,residential
co-op,1595000,2,2.0,2184,40.7942107,-73.9761618,10025,manhattan,upper west side,building,residential
co-op,258000,3,1.0,500,40.7666016,-73.8157611,11354,queens,flushing,building,residential
house,685000,3,2.0,1280,40.5491914,-74.1660279,10312,staten island,richmond county,building,residential
co-op,729000,3,2.0,1400,40.8924692,-73.9091145,10471,bronx,riverdale,building,residential
multi-family home,779000,3,2.0,1557,40.8494439,-73.8515779,10461,bronx,bronx county,building,residential
condo,1090000,3,3.0,1295,40.6260941,-73.9815074,11204,brooklyn,borough park,building,residential
co-op,365000,2,1.0,925,40.602199,-73.9709488,11223,brooklyn,gravesend,building,residential
pending,1099000,1,1.0,715,40.719753,-73.9642643,11249,brooklyn,williamsburg,amenity,other
condo,1990000,2,2.0,1309,40.7439229,-73.9937052,10011,manhattan,chelsea,amenity,other
multi-family home,1200000,6,4.0,2808,40.8928243,-73.8348075,10466,bronx,bronx county,building,residential
co-op,2348000,3,4.0,2184,40.7526263,-73.9658766,10017,manhattan,midtown east,building,residential
contingent,850000,8,3.0,1976,40.6729629,-73.9207117,11233,brooklyn,kings county,building,residential
townhouse,2950000,4,4.0,2184,40.6773575,-74.0013329,11231,brooklyn,kings county,building,residential
co-op,133000,1,1.0,630,40.8720291,-73.8695302,10467,bronx,the bronx,building,residential
multi-family home,1548000,9,4.0,4539,40.7534193,-73.8628811,11368,queens,corona,building,residential
multi-family home,850000,5,3.0,3024,40.8770223,-73.8585612,10469,bronx,bronx county,building,residential
co-op,398800,1,1.0,2184,40.7505816,-73.8847602,11372,queens,jackson heights,amenity,other
co-op,142500,3,1.0,2184,40.7048447,-73.8022389,11432,queens,queens,building,residential
house,2570000,5,2.0,2000,40.6193875,-74.0353364,11209,brooklyn,fort hamilton,building,residential
co-op,345000,1,1.0,900,40.7606023,-73.8222658,11354,queens,queens,building,residential
house,875000,5,2.0,1974,40.6174718,-73.9231114,11234,brooklyn,kings county,building,residential
pending,1188000,7,2.0,2184,40.696809,-73.842496,11418,queens,queens county,building,residential
co-op,694000,2,1.0,2184,40.6657959,-73.9527658,11225,brooklyn,brooklyn,amenity,other
co-op,495000,1,1.0,2184,40.767256,-73.9682231,10065,manhattan,upper east side,building,residential
condo,659000,2,1.0,714,40.6486309,-73.9674377,11226,brooklyn,brooklyn,building,residential
multi-family home,1299999,12,6.0,4125,40.7009355,-73.9250748,11237,brooklyn,bushwick,building,residential
condo,368000,3,1.0,2184,40.7781488,-73.782075,11360,queens,queens,building,residential
house,758800,3,2.0,1633,40.5910792,-74.0801059,10305,staten island,richmond county,building,residential
condo,1795000,2,2.0,1245,40.7022611,-73.9854097,11201,brooklyn,brooklyn,amenity,other
multi-family home,1595000,5,3.0,2184,40.7435797,-73.8964717,11377,queens,jackson heights,building,residential
townhouse,6500000,7,5.0,2184,40.7693076,-73.9621998,10021,manhattan,new york county,building,residential
multi-family home,1089000,4,3.0,2184,40.7099505,-73.7626558,11423,queens,queens county,building,residential
pending,559900,2,1.0,1217,40.6609023,-73.8371049,11414,queens,queens county,building,residential
